Sample,Rep,lLR,Eff,Pr,St,NC,TC,TotDNA,amtDNA,C1,C2,C3,C4,D1,D2,D3,D4,CSF1PO,D13S317,D16S539,D18S51,D19S433,D21S11,D2S1338,D3S1358,D5S818,D7S820,D8S1179,FGA,TH01,TPOX,VWA
308,3,0.801423568161811,0.0456,EFM,Present,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.0624440798847957,-0.0194700942554674,-0.103413311998888,0.103057047702463,-0.101170105618113,-0.0113196338677899,0.697594319086769,-0.00436876526727163,0.0839354595462568,0.0487471982210798,0.208599673964909,-0.0719982082193101,-0.203337348364143,0.0651658017239257,0.0469574556225948
308,3,0.811620151526037,0.0462,EFM,Absent,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.0650130136256899,-0.0183549468468004,-0.100487450039749,0.104927004691219,-0.102507289415108,-0.0122285826111503,0.697192019952275,-0.00484670716532817,0.0859617967337522,0.0506005021765585,0.20646849274231,-0.0683276051772227,-0.208118675277714,0.0690202925002756,0.0473082856370302
308,3,0.423,0.0241,likeLTD,Absent,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.0985,-0.00358,-0.0803,0.11,-0.102,-0.0839,0.475,-0.102,-0.0116,0.188,0.111,0.0102,-0.284,0.0849,0.0124
308,3,0.419,0.0239,likeLTD,Present,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.105,-0.0115,-0.0936,0.12,-0.109,-0.0895,0.485,-0.113,7.08e-4,0.212,0.114,0.005,-0.302,0.0893,0.0074
308,3,9.93,0.606,likeLTD,Present,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.664,0.994,0.36,1.23,0.64,1.18,1.18,-1.87,0.92,1.78,0.789,0.465,0.856,-0.0299,0.763
308,3,9.92,0.606,likeLTD,Absent,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.67,1,0.376,1.23,0.645,1.18,1.15,-1.89,0.928,1.78,0.773,0.484,0.832,-0.0118,0.773
308,3,11.2328134211082,0.686,EFM,Absent,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.795119758018736,1.07231475358669,0.471053690587788,1.3379418002637,0.664054665735457,1.26390699647073,1.17883372501777,-1.17275763979225,0.719547835249117,1.71117866689814,1.01269257553323,0.496110429721843,0.929424123020539,-0.0696496256897534,0.823041666486494
308,3,11.2306091655574,0.686,EFM,Present,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.795829640955821,1.07280594265284,0.472002049773124,1.33841499095557,0.664394699714166,1.26385637457211,1.17683326319447,-1.17685195265221,0.720376764486205,1.71164686624574,1.00888142710946,0.497417447867856,0.930577398284981,-0.0687950181808012,0.823219270578055
309,4,11.6490009584159,0.711,EFM,Present,2,E,50,40,E,C,NA,NA,4,1,NA,NA,-0.523814572968956,0.640903063065178,1.13407699534951,0.557487114434182,0.533083493473455,0.969538929307712,0.872648838531443,1.16974199354712,0.834007785050622,1.78653182794326,0.91431431463938,1.28945498872224,0.0725899199079405,0.526092760352787,0.872343507060009
309,4,11.6487534463972,0.711,EFM,Absent,2,E,50,40,E,C,NA,NA,4,1,NA,NA,-0.522971651478646,0.640529423058084,1.13502750111408,0.555854728054109,0.532176820387576,0.967631630443168,0.872270267174849,1.17013678446628,0.834489272018355,1.78755776757034,0.91476282945847,1.28931274680498,0.0728383967878785,0.526582006448968,0.872554924088718
309,4,11.7,0.714,likeLTD,Present,2,E,50,40,E,C,NA,NA,4,1,NA,NA,-0.471,0.518,1.05,0.628,0.595,0.988,0.828,1.26,0.874,1.75,0.931,1.28,0.146,0.483,0.854
309,4,11.7,0.714,likeLTD,Absent,2,E,50,40,E,C,NA,NA,4,1,NA,NA,-0.433,0.505,1.05,0.649,0.546,0.97,0.82,1.28,0.857,1.71,0.98,1.28,0.131,0.491,0.875
309,4,3.46,0.197,likeLTD,Present,2,C,50,10,E,C,NA,NA,4,1,NA,NA,-0.00752,0.827,-0.168,-0.151,0.543,0.769,0.113,0.52,0.114,0.296,0.366,-0.0715,-0.273,0.145,0.438
309,4,3.46,0.197,likeLTD,Absent,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.00749,0.823,-0.192,-0.098,0.546,0.751,0.0823,0.524,0.115,0.27,0.367,-0.0358,-0.278,0.138,0.442
309,4,3.57107965955072,0.203,EFM,Present,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.0149543232927261,0.850251775003132,-0.139985081426684,-0.267395062443675,0.547367831084329,0.803418928013478,0.247507960513807,0.449057103052902,0.213695275939675,0.357385928313196,0.312502601580109,-0.229831072406578,-0.111920196447263,0.158923694685309,0.365145650796256
309,4,3.57885414931435,0.204,EFM,Absent,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.0164469215796048,0.849123391295245,-0.139130642950955,-0.267303154274108,0.546250700176019,0.802818275168713,0.245850466352125,0.448898902035012,0.215162765564933,0.360117224579594,0.314268369773917,-0.228794174136929,-0.111059045824935,0.159947412898238,0.36625673707788
310,5,0.0000544,3.1e-6,likeLTD,Present,2,C,50,10,E,C,NA,NA,4,1,NA,NA,-0.00126,0.00317,0.0111,-0.00889,0.0232,-0.00749,-0.00688,-0.00958,-0.00338,-0.00894,-2.56e-4,0.0176,-0.00358,0.00233,-0.00709
310,5,-0.00131147504209908,-7.47e-5,EFM,Present,2,C,50,10,E,C,NA,NA,4,1,NA,NA,-4.505645589715e-5,-4.1554886171128e-4,-1.7191988314706e-4,-1.1046734758354e-4,-2.0351656123617e-4,-1.6819624869216e-4,3.0613515266071e-4,2.1481097139698e-4,3.97610823708e-5,-9.913999310619e-5,-6.6068206611872e-4,-1.8343306593418e-4,5.705639644158e-5,-1.2414859681329e-4,2.5287043527061e-4
310,5,0.00000076540760756,4.36e-8,EFM,Absent,2,C,50,10,E,C,NA,NA,4,1,NA,NA,1.951046694e-7,-1.12542487866e-6,8.20706844243782e-8,1.08626919892e-6,-5.1835564975e-7,9.15530606663856e-8,-3.81724290858603e-8,3.2952381711e-7,1.1662389108e-7,7.7131047816e-7,-5.3110191497e-7,-2.7118836455e-7,-1.0672839695e-7,4.1694824088e-7,2.6697520087e-7
310,5,0.0028,1.59e-4,likeLTD,Absent,2,C,50,10,E,C,NA,NA,4,1,NA,NA,0.00694,0.0092,3.19e-4,-0.00322,0.0165,0.00216,0.00444,-0.00379,6.14e-4,-0.0428,0.00497,0.00455,0.00167,7.97e-5,0.00108
310,5,13.2,0.806,likeLTD,Absent,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.763,1.14,-0.0159,1.39,0.387,1.3,1.28,1.25,0.822,1.84,0.907,0.613,0.849,-0.186,0.864
310,5,13.2,0.806,likeLTD,Present,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.765,1.12,-0.00855,1.4,0.392,1.3,1.28,1.25,0.822,1.83,0.897,0.619,0.849,-0.177,0.864
310,5,13.4463229186178,0.821,EFM,Absent,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.834393981087892,1.15877522990073,0.0122224627026655,1.39915790323526,0.375291767242993,1.32537711484321,1.29980455496602,1.27035355539731,0.823660163380834,1.7866713316249,0.93003627154117,0.606475774230829,0.852632719360991,-0.119323305592068,0.890793394695085
310,5,13.4418330326007,0.821,EFM,Present,2,E,50,40,E,C,NA,NA,4,1,NA,NA,0.834548273742601,1.15808894221028,0.0112910676106998,1.39887528749153,0.373929501011937,1.32537205208058,1.29982345149276,1.27037799273519,0.82389067051041,1.78632515251718,0.929820646491385,0.605320008209508,0.85290448368061,-0.11985949400239,0.891124996818374
311,1,3.85,0.201,likeLTD,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0668,0.83,0.171,0.524,0.288,0.00638,1.23,0.75,0.11,0.0975,0.228,-0.184,-0.00841,-0.178,0.0575
311,1,3.86,0.201,likeLTD,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.0429,0.577,0.16,0.324,0.214,0.0961,1.18,0.564,-0.0809,0.142,0.297,-0.0782,0.0412,-0.0403,0.414
311,1,3.8406579807661,0.2,EFM,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.100790032776189,1.02596831175094,0.202386696252614,0.512959038420207,0.0977844799471966,0.0764598008438547,1.04997331650195,0.614274814228214,0.102106238124867,-0.0511428114342343,0.317700868025076,-0.350774151890076,0.034667915950561,-0.100797523947081,0.20830095521583
311,1,3.84080585194208,0.2,EFM,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.101979644617838,1.03090509706866,0.203609561501604,0.510385935696265,0.099729124592423,0.075386150960636,1.05098149022648,0.612385741122998,0.10172797770421,-0.0517564602798148,0.31678181068265,-0.350616557641034,0.0343137547456154,-0.101019564418033,0.206012145361576
311,1,11.2,0.638,likeLTD,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.573,0.363,0.728,0.608,0.68,-0.335,1.89,0.704,0.456,1.06,0.838,1.1,0.865,0.449,1.21
311,1,10.5304804763356,0.6,EFM,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.650610866201383,0.65318531286532,0.732863831926681,0.666895575525195,0.599830825029471,-0.322516479650795,1.82180356767354,0.549351670761785,0.438028091442988,0.496306173990113,0.816000575242442,1.02731307967135,0.844391341123578,0.408347320159458,1.14806872437309
311,1,10.5292222319532,0.6,EFM,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.653513431556732,0.657665819211409,0.734590622434681,0.663548296841199,0.601570501478929,-0.325448858679051,1.82214528070782,0.550742964153047,0.440734976399256,0.493321098979103,0.8157700833464,1.02535937017257,0.843713959036283,0.407071578078379,1.14492310823649
311,1,11.2,0.638,likeLTD,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.801,0.313,0.728,0.429,0.53,-0.287,1.77,0.633,0.42,0.99,0.938,1.07,0.912,0.463,1.46
312,2,0.643,0.0335,likeLTD,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.121,-0.294,0.206,-0.167,-0.141,-0.182,0.593,0.365,-0.226,0.124,0.374,-0.244,0.275,0.0368,0.0438
312,2,0.602,0.0314,likeLTD,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0774,-0.251,0.269,-0.214,-0.165,-0.14,0.562,0.399,-0.243,0.0366,0.347,-0.235,0.278,-0.00259,0.039
312,2,0.551531270984064,0.0287,EFM,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0103886631929295,-0.243231077216736,0.261916042011934,-0.09978310041633,-0.107269424985917,-0.188482884711362,0.497363571438093,0.380058984391403,-0.154879904264517,-0.117051197572421,0.211893268897836,-0.178881329756536,0.228187251845049,-0.026945678844624,0.0990254133611212
312,2,0.552807304955787,0.0288,EFM,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.00974932165646118,-0.246733147370449,0.262960753420441,-0.0997157171690945,-0.107618731278461,-0.190749711540145,0.499360526732742,0.381485822233366,-0.154945264240186,-0.116857027624594,0.211788160451924,-0.179205241132212,0.230355027657107,-0.027352596257724,0.0997837727295333
312,2,9.85,0.561,likeLTD,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.714,1.15,0.616,1.22,-0.0139,1.11,-1.2,0.711,0.791,0.893,0.891,1.14,0.875,-0.169,1.11
312,2,9.84,0.56,likeLTD,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.718,1.17,0.629,1.21,0.0128,1.12,-1.22,0.696,0.789,0.919,0.856,1.14,0.868,-0.171,1.11
312,2,9.29272488385441,0.529,EFM,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.727149466051756,1.16475822931899,0.672968690696628,1.23662003264485,0.30393652185911,1.24069114157948,-1.78307728396239,0.366474719098256,0.710289781800316,1.07893118359887,0.79815573939646,1.07063262758173,0.808301920741876,-0.162450364361766,1.05934247781026
312,2,9.28730817828303,0.529,EFM,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.728708515565956,1.1658445274574,0.674729957242935,1.23655362275132,0.300975114382785,1.24297505386617,-1.79376830286197,0.366188974881321,0.710761976798597,1.0794485726169,0.798897792855907,1.07172837975043,0.81034461507391,-0.165495437415141,1.05941481531652
313,3,5.74778130821782,0.327,EFM,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,-0.35221717672848,1.24260355461194,-0.112373751236521,0.526335160097175,0.631811513786758,0.065193786926658,-0.0459374746139076,0.413682054073079,0.299331769878576,0.312565372357774,0.619227062014546,0.667344149522437,0.48681293595877,0.262016586656347,0.731385764912661
313,3,5.77129376455588,0.329,EFM,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,-0.348297601454647,1.23119485071007,-0.112664460889327,0.536106719235768,0.626050018615327,0.0694334919252286,-0.0361663698330471,0.414905642732963,0.299696576850562,0.308448636203185,0.614490454693916,0.676024796394944,0.483347583574388,0.267377476219763,0.741345949576782
313,3,5.84,0.333,likeLTD,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,-0.292,1.47,0.103,0.197,0.434,-0.00163,-0.0812,0.389,0.247,0.0886,0.754,0.533,0.873,0.232,0.892
313,3,5.83,0.332,likeLTD,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,-0.221,1.54,0.131,0.201,0.507,0.011,-0.026,0.374,0.266,0.0607,0.774,0.47,0.765,0.223,0.76
313,3,4.22,0.22,likeLTD,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.125,1.83,0.508,0.189,0.191,-0.112,0.504,0.608,0.0199,0.159,0.608,-0.626,0.699,-0.503,0.027
313,3,4.22,0.22,likeLTD,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.14,1.81,0.505,0.205,0.197,-0.117,0.513,0.613,0.0305,0.176,0.594,-0.631,0.65,-0.5,0.0348
313,3,4.63193923221867,0.241,EFM,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.19096395118986,1.68758494647348,0.486831384445241,0.462995704504539,0.278570229894615,-0.0654821095284819,0.82129042187988,0.55456991478906,0.00716814183386934,0.439822051838683,0.431738376125038,-0.815750443587146,0.439207009186718,-0.35684139606059,0.0692710492339008
313,3,4.64826702010283,0.242,EFM,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.194515301794629,1.67377178184754,0.48639726026586,0.470944354278411,0.273577396197631,-0.0621627629782999,0.829484946009947,0.556895943032857,0.00834080406420564,0.438103154686517,0.427189444750818,-0.810275483949786,0.438514537445901,-0.353116558994677,0.0760869016512821
314,4,4.52452562576896,0.236,EFM,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0109395853997918,1.25193747193313,0.30813413481796,0.567363267111785,0.143583600854586,-0.24947823822212,1.28921743265527,0.818252827028265,-0.0393898887229618,-0.0824362224119661,0.320710065507873,-0.860122493332097,0.20977269595951,0.591061692003071,0.266858865986447
314,4,4.52981566353365,0.236,EFM,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.00890620788138763,1.25528498221088,0.310158339721488,0.568420011102972,0.145338393292951,-0.243319995523752,1.28047595730726,0.814074556382583,-0.0376032527504977,-0.0822738969029718,0.313640365398742,-0.857532816003805,0.2110962837918,0.59626839541232,0.264694547975065
314,4,4.99,0.26,likeLTD,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.215,0.928,0.412,0.188,0.134,-0.0936,1.59,0.947,0.227,0.0607,0.395,-1.02,0.0913,0.484,0.438
314,4,4.96,0.258,likeLTD,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,0.228,0.969,0.433,0.196,0.23,-0.135,1.53,0.904,0.262,0.0712,0.273,-1.02,0.127,0.491,0.403
314,4,8.38040490306524,0.477,EFM,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.342019454428155,0.689446205015764,0.584493836231461,0.938989651267479,0.49123284261268,1.14215331374795,-1.27836748919211,0.745371943112338,0.481110432221011,0.565513991676072,0.712080690324371,0.989977280605391,0.608824288790092,0.129762699868629,1.23779576235596
314,4,8.37399451270663,0.477,EFM,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.34224356970461,0.690153548629216,0.584472262612227,0.937819595316104,0.491460355652108,1.1422317941158,-1.28244248509772,0.746184381299983,0.481243157154025,0.564780430343462,0.711433569863757,0.989174478042014,0.609222650659675,0.129548820394718,1.23646838401665
314,4,10.6,0.604,likeLTD,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.408,0.323,0.534,0.8,0.584,1.25,-0.388,1.28,0.653,0.801,0.915,1.03,0.577,0.164,1.65
314,4,10.6,0.604,likeLTD,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.454,0.337,0.586,0.848,0.537,1.26,-0.476,1.39,0.662,0.673,0.831,1.03,0.575,0.196,1.69
315,5,2.52,0.131,likeLTD,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0604,1.14,-0.123,0.389,-0.0557,-0.0106,0.896,0.489,-0.221,0.113,0.156,-0.0968,-0.0496,-0.197,0.151
315,5,2.92017200567026,0.152,EFM,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0463040784182694,1.26304839683304,-0.0895850504529312,0.534523961462596,-0.178809413607979,-0.10847522194151,0.801996126363396,0.54212715566764,-0.201356180146095,0.416346292371603,0.227691127347963,-0.104297704161675,-0.178809413607979,-0.199472777747938,0.241548785708399
315,5,2.59,0.135,likeLTD,Present,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0449,1.11,-0.114,0.423,-0.122,-0.035,0.875,0.544,-0.232,0.155,0.196,-0.0695,-0.121,-0.2,0.225
315,5,2.96412064142359,0.154,EFM,Absent,2,B,50,10,C,B,NA,NA,4,1,NA,NA,-0.0423236861699615,1.27792082377616,-0.0819315915363913,0.535340718874826,-0.176723812978694,-0.111191685149536,0.801065111222715,0.529134155431043,-0.187735376408753,0.413210441793755,0.227112370374506,-0.0940295605023504,-0.176723812978694,-0.187780197123329,0.238776742798296
315,5,5.56,0.317,likeLTD,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.566,-1.14,-0.519,0.496,0.00752,1.18,1.35,0.559,0.484,0.172,0.678,0.347,5.9e-4,0.332,1.04
315,5,6.27,0.357,likeLTD,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.6,-0.402,-0.564,0.474,-0.0131,1.24,1.38,0.462,0.499,0.228,0.681,0.312,-0.0138,0.374,1.01
315,5,5.81159255652829,0.331,EFM,Present,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.61609288726855,-0.708441629303804,-0.490086645700067,0.466738641926154,-0.148221143919034,1.16228376166821,1.31127931795801,0.584929305957184,0.501821367922636,0.336787093317359,0.693478258249792,0.348356188194095,-0.148221143919034,0.319265994916295,0.96553030199194
315,5,6.34411945090321,0.361,EFM,Absent,2,C,50,40,C,B,NA,NA,4,1,NA,NA,0.666502906854337,-0.320452493487453,-0.402440089220038,0.560909384324849,-0.261662222231719,1.25849110970543,1.46372769448163,0.358834992373047,0.517936725447152,0.20025864838435,0.755201620147758,0.368764728411032,-0.261662222231719,0.427937829971484,1.01177083797307
316,1,1.95,0.102,likeLTD,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.0466,-0.116,0.379,-0.121,-0.0802,0.333,1.02,-0.0405,-0.0487,0.0456,0.441,-0.029,0.232,-0.227,0.207
316,1,1.94,0.102,likeLTD,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.011,-0.113,0.371,-0.203,-0.101,0.357,1.06,0.0335,-0.0817,0.00313,0.449,-0.0605,0.243,-0.218,0.21
316,1,1.5875199918179,0.0831,EFM,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.0538851042279225,-0.109608766119792,0.349596259628985,-0.393783176862108,-0.221131408868264,0.29933276226778,0.977737943925722,0.0781175678240529,0.0844013564604148,0.0919252830550351,0.173683918116036,0.0248398530186932,0.237781749981931,-0.17318678871016,0.113928333871656
316,1,1.58345338571064,0.0829,EFM,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.0542260053478379,-0.109134369741542,0.34961387998390703,-0.394831538361381,-0.220686397318999,0.299363676205862,0.976708405945553,0.0738290696994218,0.0842257025727388,0.0909811821696336,0.175295227922539,0.0242707596116933,0.237568355357935,-0.17236099283061,0.114384419146047
316,1,10.8,0.659,likeLTD,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.733,1.3,0.966,-0.293,0.729,1.1,0.852,0.393,0.655,1.09,0.803,0.394,0.587,0.415,1.06
316,1,10.8,0.659,likeLTD,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.742,1.33,0.969,-0.324,0.757,1.09,0.813,0.326,0.685,1.13,0.778,0.422,0.589,0.406,1.08
316,1,10.6378333658033,0.649,EFM,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.847542555528266,1.2742527529855,1.02775911128035,-0.542608198083508,0.777761797706661,1.03488419131193,0.973547655055969,0.283590792870057,0.742023303264579,1.15936661090965,0.775967869586796,0.488599519070345,0.304921056726647,0.474994504367533,1.01522984322248
316,1,10.6493793976956,0.65,EFM,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.849674574936284,1.27732193445367,1.02867437730042,-0.551265635181015,0.780361069126727,1.03542975434423,0.97327050677855,0.291951802178501,0.742354768060045,1.15904721764774,0.776453684566714,0.48791133961273,0.303610004812686,0.476054463836805,1.01852953522154
317,2,5.51348855448791,0.289,EFM,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.124878641807448,1.19045177997012,0.671050384273988,-0.232883257512169,1.0916131662679,0.599816240117693,1.07898134954608,-0.392328865333867,0.0543555412547531,0.440305660984752,0.388528090170021,0.423926514357395,0.0700066056129185,-0.340072388048597,0.344859091019465
317,2,5.5233392559268,0.289,EFM,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.12628950413992,1.19471106640171,0.670438928602205,-0.23376095794732,1.09542103010461,0.603167489593667,1.0789001097437,-0.394088330593261,0.0544518966983498,0.441922279965697,0.384163285703883,0.424346120212303,0.0702894614994239,-0.338938220525049,0.346025592326959
317,2,6.12,0.32,likeLTD,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.225,1.13,0.905,-0.467,0.819,0.533,1.52,-0.691,0.2,1.05,0.475,0.408,0.238,-0.491,0.269
317,2,6.12,0.32,likeLTD,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.234,1.12,0.89,-0.482,0.814,0.537,1.53,-0.709,0.22,1.06,0.446,0.415,0.27,-0.491,0.269
317,2,8.22,0.502,likeLTD,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.415,0.544,1.01,0.246,-0.00957,0.733,-0.0258,0.687,0.958,1.32,0.694,-0.00804,0.749,0.46,0.447
317,2,8.22,0.502,likeLTD,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.432,0.57,1.02,0.237,-0.00675,0.748,-0.0353,0.7,0.952,1.28,0.712,-0.0244,0.723,0.467,0.455
317,2,8.35443031167574,0.51,EFM,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.465535953617972,0.534393113283439,1.00464660068893,0.285262162656095,0.0162585334745309,0.764385353066073,-0.0571146575152945,0.798467854867029,0.867870669768254,1.41142945032136,0.721513743435813,-0.105379581202337,0.698898556691109,0.46423733953816,0.484025218984607
317,2,8.35225366451915,0.51,EFM,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.466753733513358,0.536251496323472,1.00394909529188,0.280435393138586,0.0159060039874495,0.766924031049768,-0.0574467384781641,0.798030262846797,0.866706167426255,1.41292446553717,0.719912143384825,-0.105279649665508,0.696976621214408,0.464783119184374,0.485427519764483
318,3,4.75098032303073,0.29,EFM,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,-0.101391696533716,-0.332668080462066,1.00219182794473,-0.101391696533716,0.600611109870907,-0.240491971075428,0.374689115268943,0.403761508302225,0.609417973340964,0.331770314382047,0.786774184014064,-0.101391696533716,0.729807651863299,0.447123471255431,0.342168307926766
318,3,4.7404167464769,0.289,EFM,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,-0.0962535952105702,-0.330303434002143,0.999065606016071,-0.0962535952105702,0.595631822453695,-0.237672406662143,0.374788617951404,0.392079405268326,0.607925858251382,0.332838822378707,0.78176565989238,-0.0962535952105702,0.724789458908622,0.44571820177753,0.34254991987478
318,3,0.784151504852267,0.0411,EFM,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.0357680296348566,0.46235967330162,0.427945458759788,-0.0357680296348566,-0.489341219605583,0.248694260971983,-0.094864549482076,0.153280548269437,0.0759001629627138,-0.111085106222586,0.154020171620146,-0.0357680296348566,0.0953497112951417,-0.186416597807288,0.15561307969354
318,3,0.694729265597296,0.0364,EFM,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.019621516763913,0.426505428682274,0.389899544185735,-0.019621516763913,-0.472380879130596,0.214285099523747,-0.106318320669336,0.229991958032948,0.057605751075328,-0.119009215342788,0.133439277671222,-0.019621516763913,0.0769919884034061,-0.21998621382128,0.142569397278375
318,3,1.13,0.0592,likeLTD,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.00835,0.441,0.535,-0.0334,-0.364,0.215,-0.258,0.111,-0.0171,0.18,0.452,-0.115,0.232,-0.2,-0.0428
318,3,4.7,0.287,likeLTD,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.0105,-0.561,0.857,-0.0241,0.707,-0.322,0.283,0.488,0.738,0.229,0.807,-0.145,0.989,0.36,0.278
318,3,4.7,0.287,likeLTD,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.0262,-0.58,0.831,-0.00733,0.703,-0.337,0.27,0.453,0.796,0.227,0.783,-0.101,0.957,0.346,0.332
318,3,1.11,0.0581,likeLTD,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.04,0.382,0.378,0.0154,-0.461,0.161,-0.212,0.119,0.0814,0.185,0.413,-0.0357,0.22,-0.224,0.0485
319,4,3.64,0.191,likeLTD,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.194,1.07,0.436,0.107,-0.267,-0.335,1.22,0.159,0.215,0.778,0.513,-0.0746,0.203,-0.509,0.322
319,4,3.89,0.204,likeLTD,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,-0.119,1.08,0.649,0.0895,-0.259,-0.291,1.17,0.205,0.166,0.682,0.542,-0.142,0.21,-0.465,0.361
319,4,2.83208684663369,0.148,EFM,Present,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.0174547027602195,1.09703497132571,0.137833681965869,0.106910419359665,-0.207253129240994,-0.400703867361945,0.934723212332526,0.250033905812152,0.162683509623825,0.32654765355017,0.413602686649903,-0.120649359393554,0.202418435374445,-0.419762886656657,0.33121291053236
319,4,3.33446945197958,0.175,EFM,Absent,2,D,50,10,E,D,NA,NA,4,1,NA,NA,0.0688864415319051,1.05985543989072,0.604435150240314,0.0641067579695262,-0.166941614111636,-0.315971935607678,0.916683067889708,0.215118355382292,0.158258302621786,0.319180161352141,0.415760337925745,-0.195664509912375,0.234781923184049,-0.379557598834791,0.335539172457879
319,4,10.1,0.617,likeLTD,Present,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.756,0.431,0.927,-0.00339,0.114,1.33,0.871,0.507,0.916,1.16,0.948,0.0549,1.07,0.316,0.668
319,4,10.3,0.629,likeLTD,Absent,2,E,50,40,E,D,NA,NA,4,1,NA,NA,0.774,0.436,1.16,-0.0505,0.131,1.34,0.872,0.479,0.937,1.17,0.943,0.0515,1.07,0.314,0.661
